study_name,n_complete_configurations,n_alternative_configurations,reference_dx,reference_dy,reference_tau,reference_mu,reference_objective_percent,reference_rank,minimum_objective_percent,maximum_objective_percent,mean_objective_percent,sample_std_objective_percent,median_objective_percent,range_percentage_points
cte_net_te_structural_49645e775a,11,10,6,1,2,2,81.63068847980924,11,81.63068847980924,89.7776825220095,85.99709094696577,2.4469532210822353,86.19533925049414,8.146994042200262
