,spearman_all_342_connections,spearman_all_342_connections,spearman_all_342_connections,spearman_all_342_connections,jaccard_top_10_percent,jaccard_top_10_percent,jaccard_top_10_percent,jaccard_top_10_percent
,mean,std,median,count,mean,std,median,count
class_name,,,,,,,,
ADHD,0.06613904415843401,0.16853916000166813,0.051812306515885746,60,0.0757936017948749,0.049944589552715475,0.06060606060606061,60
Control,0.04673353241663418,0.15509227492082997,0.040687030881410846,60,0.05679883951377016,0.05121055759329207,0.04477611940298507,60
