global_window_index,max_abs_amplitude,max_peak_to_peak,max_abs_kurtosis,frontal_low_frequency_ratio,frontal_high_frequency_ratio,line_noise_ratio,min_channel_std,nonfinite,flat_channel
36,684.0,985.0,0.7524439759106798,0.11739733417332023,0.39185384030386783,0.32998766494762266,90.29333225105286,False,False
37,684.0,1020.0,0.8240135213232396,0.27643302119164176,0.2648764598799586,0.4670926788089843,89.36373262674503,False,False
38,867.0,1545.0,2.4810221058602906,0.23965248964010774,0.2514649482784817,0.4480434231176253,95.36175435132601,False,False
39,867.0,1545.0,3.1157327605725875,0.24232070682544854,0.12604642198923477,0.31301586698488715,102.01001518298013,False,False
40,825.0,1397.0,1.2288845489584768,0.23050203725306723,0.1324191745540005,0.4078232940068214,100.70897342813586,False,False
41,825.0,1397.0,1.4884080029853308,0.19698151331285443,0.1787276251193594,0.3440138979945139,96.98145862224285,False,False
42,752.0,1055.0,0.7184928189526762,0.37631363261380674,0.1970393227025791,0.3861692323410229,95.01403311431139,False,False
43,752.0,1287.0,3.7537091957457367,0.29847633803166645,0.35410615505648735,0.3673224286016654,99.16634165820122,False,False
44,940.0,1728.0,7.9667602660603904,0.15900159285724877,0.23301973534233386,0.34160013293792135,103.90787563342994,False,False
45,940.0,1728.0,6.997158664253881,0.07573215816993933,0.2300292311965853,0.35787473291636734,90.28002090119207,False,False
46,678.0,1029.0,2.4774067292210464,0.1529401007767998,0.3377458433235829,0.36890531985115677,89.20085325303417,False,False
47,715.0,1140.0,2.3078669143667305,0.22712826359847074,0.16838799104884594,0.38677747401299184,108.81651259314162,False,False
48,3590.0,5887.0,14.822915863182924,0.14681881937829735,0.12138795304112533,0.4298832782264399,172.80473496166388,False,False
49,3590.0,6255.0,3.973195210386547,0.024056897554058456,0.025118117773819237,0.3960979968358209,294.8942081134891,False,False
50,3148.0,5813.0,6.033748348321735,0.088764602468512,0.03701219609264321,0.41654453427795,277.20529399814745,False,False
51,899.0,1196.0,3.467737985161599,0.13856365163120696,0.34994188243197966,0.34693117195012096,93.42363896979916,False,False
52,825.0,1435.0,3.644972598726186,0.4102950636472904,0.05233579760428944,0.27780241709132875,136.93314880115986,False,False
53,825.0,1435.0,2.5987997444603046,0.4266438172512731,0.0669256657892655,0.3511492718168718,149.11404846855842,False,False
54,3111.0,5813.0,11.981598975359995,0.6291955220789163,0.03595979900362865,0.40667262428628453,317.92387999571076,False,False
55,4100.0,7211.0,2.2548740888325796,0.8452729897545109,0.0022946813882676986,0.36554322478747975,727.4687110254898,False,False
56,4100.0,6107.0,4.505308784608514,0.8992774491192671,0.007580303220231942,0.42273518244338815,659.229380693455,False,False
57,1156.0,2280.0,1.6316770984000843,0.3152339413142291,0.15085406791027992,0.35917833605732963,150.49497678364344,False,False
58,1124.0,2023.0,2.3901975866182275,0.36985398868489455,0.053003730848184744,0.3093428446051613,141.33923518855804,False,False
59,789.0,1323.0,1.015730124855202,0.21522084138189787,0.22012204467792473,0.3224180098943894,106.92901422485558,False,False
60,895.0,1360.0,0.910352471314078,0.22841398066631965,0.17910822564759432,0.3649663617606749,116.76131193264915,False,False
61,895.0,1337.0,0.9519131073897773,0.3635580093625447,0.19948742590527607,0.38550565919798985,111.46725350785198,False,False
62,972.0,1618.0,0.7865665921090792,0.32582272726527345,0.06972186570494353,0.32662743083281726,124.18195306439833,False,False
63,972.0,1618.0,0.9262530529869273,0.30784479049028224,0.07467682506209748,0.3232375121116999,135.5241372403815,False,False
64,1005.0,1583.0,7.4096053341830395,0.1761342401716775,0.20828927575940817,0.3484759842953321,111.42209712632115,False,False
65,1005.0,1583.0,8.09471993160003,0.17117023342782883,0.2610023924088838,0.28891875925487953,117.99042147214148,False,False
66,862.0,1618.0,2.345357175716046,0.2551539439970126,0.21093986331996828,0.45810151426288476,120.01925045418231,False,False
